线路6,20150101,6,553
线路6,20150101,7,1412
线路6,20150101,8,2210
线路6,20150101,9,2090
线路6,20150101,10,1960
线路6,20150101,11,1600
线路6,20150101,12,1482
线路6,20150101,13,1626
线路6,20150101,14,1847
线路6,20150101,15,1950
线路6,20150101,16,1969
线路6,20150101,17,1804
线路6,20150101,18,1705
线路6,20150101,19,1311
线路6,20150101,20,1245
线路6,20150101,21,1117
线路6,20150102,6,541
线路6,20150102,7,1271
线路6,20150102,8,2066
线路6,20150102,9,1920
线路6,20150102,10,2042
线路6,20150102,11,1849
线路6,20150102,12,1745
线路6,20150102,13,1937
线路6,20150102,14,2087
线路6,20150102,15,2158
线路6,20150102,16,1912
线路6,20150102,17,1776
线路6,20150102,18,1718
线路6,20150102,19,1316
线路6,20150102,20,1153
线路6,20150102,21,1052
线路6,20150103,6,539
线路6,20150103,7,1295
线路6,20150103,8,2126
线路6,20150103,9,1896
线路6,20150103,10,1996
线路6,20150103,11,1730
线路6,20150103,12,1771
线路6,20150103,13,1953
线路6,20150103,14,2191
线路6,20150103,15,2121
线路6,20150103,16,1915
线路6,20150103,17,1860
线路6,20150103,18,1798
线路6,20150103,19,1336
线路6,20150103,20,1191
线路6,20150103,21,1045
线路6,20150104,6,1249
线路6,20150104,7,3491
线路6,20150104,8,3952
线路6,20150104,9,2373
线路6,20150104,10,1913
线路6,20150104,11,1646
线路6,20150104,12,1458
线路6,20150104,13,1579
线路6,20150104,14,1772
线路6,20150104,15,1837
线路6,20150104,16,2198
线路6,20150104,17,3048
线路6,20150104,18,2974
线路6,20150104,19,1456
线路6,20150104,20,1156
线路6,20150104,21,913
线路6,20150105,6,1300
线路6,20150105,7,3482
线路6,20150105,8,4037
线路6,20150105,9,2504
线路6,20150105,10,1944
线路6,20150105,11,1581
线路6,20150105,12,1372
线路6,20150105,13,1523
线路6,20150105,14,1693
线路6,20150105,15,1887
线路6,20150105,16,2184
线路6,20150105,17,3047
线路6,20150105,18,2957
线路6,20150105,19,1455
线路6,20150105,20,1077
线路6,20150105,21,871
线路6,20150106,6,1243
线路6,20150106,7,3421
线路6,20150106,8,3771
线路6,20150106,9,2346
线路6,20150106,10,1796
线路6,20150106,11,1487
线路6,20150106,12,1374
线路6,20150106,13,1572
线路6,20150106,14,1703
线路6,20150106,15,1876
线路6,20150106,16,2155
线路6,20150106,17,3047
线路6,20150106,18,2993
线路6,20150106,19,1299
线路6,20150106,20,1134
线路6,20150106,21,1102
线路6,20150107,6,1109
线路6,20150107,7,3464
线路6,20150107,8,3958
线路6,20150107,9,2699
线路6,20150107,10,1934
线路6,20150107,11,1759
线路6,20150107,12,1548
线路6,20150107,13,1792
线路6,20150107,14,1934
线路6,20150107,15,2038
线路6,20150107,16,2423
线路6,20150107,17,3316
线路6,20150107,18,3049
线路6,20150107,19,1652
线路6,20150107,20,1228
线路6,20150107,21,974
线路11,20150101,6,691
线路11,20150101,7,2020
线路11,20150101,8,3405
线路11,20150101,9,3698
线路11,20150101,10,3079
线路11,20150101,11,3049
线路11,20150101,12,2688
线路11,20150101,13,3044
线路11,20150101,14,3202
线路11,20150101,15,2829
线路11,20150101,16,3036
线路11,20150101,17,3000
线路11,20150101,18,2572
线路11,20150101,19,1950
线路11,20150101,20,1751
线路11,20150101,21,1465
线路11,20150102,6,691
线路11,20150102,7,1955
线路11,20150102,8,3040
线路11,20150102,9,3238
线路11,20150102,10,3247
线路11,20150102,11,2887
线路11,20150102,12,2412
线路11,20150102,13,2744
线路11,20150102,14,2990
线路11,20150102,15,2827
线路11,20150102,16,3119
线路11,20150102,17,2932
线路11,20150102,18,2568
线路11,20150102,19,1914
线路11,20150102,20,1828
线路11,20150102,21,1426
线路11,20150103,6,689
线路11,20150103,7,1968
线路11,20150103,8,3092
线路11,20150103,9,3257
线路11,20150103,10,3309
线路11,20150103,11,2937
线路11,20150103,12,2593
线路11,20150103,13,2928
线路11,20150103,14,3171
线路11,20150103,15,2741
线路11,20150103,16,2943
线路11,20150103,17,2978
线路11,20150103,18,2633
线路11,20150103,19,1861
线路11,20150103,20,1802
线路11,20150103,21,1419
线路11,20150104,6,1645
线路11,20150104,7,4950
线路11,20150104,8,5515
线路11,20150104,9,3957
线路11,20150104,10,3029
线路11,20150104,11,2291
线路11,20150104,12,1755
线路11,20150104,13,2131
线路11,20150104,14,2327
线路11,20150104,15,2566
线路11,20150104,16,3244
线路11,20150104,17,4212
线路11,20150104,18,4049
线路11,20150104,19,2077
线路11,20150104,20,1400
线路11,20150104,21,1372
线路11,20150105,6,1645
线路11,20150105,7,4950
线路11,20150105,8,5515
线路11,20150105,9,3957
线路11,20150105,10,3029
线路11,20150105,11,2291
线路11,20150105,12,1755
线路11,20150105,13,2131
线路11,20150105,14,2327
线路11,20150105,15,2566
线路11,20150105,16,3244
线路11,20150105,17,4212
线路11,20150105,18,4049
线路11,20150105,19,2077
线路11,20150105,20,1400
线路11,20150105,21,1372
线路11,20150106,6,1727
线路11,20150106,7,4724
线路11,20150106,8,5422
线路11,20150106,9,3637
线路11,20150106,10,2745
线路11,20150106,11,2202
线路11,20150106,12,1766
线路11,20150106,13,1992
线路11,20150106,14,2169
线路11,20150106,15,2411
线路11,20150106,16,2944
线路11,20150106,17,3941
线路11,20150106,18,4112
线路11,20150106,19,2011
线路11,20150106,20,1478
线路11,20150106,21,1430
线路11,20150107,6,1475
线路11,20150107,7,4637
线路11,20150107,8,5704
线路11,20150107,9,4110
线路11,20150107,10,3110
线路11,20150107,11,2441
线路11,20150107,12,1793
线路11,20150107,13,2168
线路11,20150107,14,2420
线路11,20150107,15,2645
线路11,20150107,16,3142
线路11,20150107,17,4157
线路11,20150107,18,4100
线路11,20150107,19,2173
线路11,20150107,20,1484
线路11,20150107,21,1367
